Nom	Latitud	Longitud	Telèfon 1	Telèfon 2	Adreça	Barri	Districte	Codi Postal	Ciutat	Regio	Pais	Web	Propietari	Correu electrònic
Centre Esportiu Municipal Can Caralleu	41.40095672222222	2.11048625	+34 932802942		C Esports 2*8	Sarrià	Sarrià-Sant Gervasi	08017	BARCELONA	BARCELONA	ESPANYA			cancaralleu@laie.es
Bar McDonald's *Estació Sants	41.37952628888889	2.1407995555555557	+34 933303095	+34 933392219	Pl Països Catalans 1	Sants	Sants-Montjuïc	08014	BARCELONA	BARCELONA	ESPANYA	http://www.mcdonalds.es		
Restaurant de Postres Espai Sucre	41.386990858333334	2.1823456944444444	+34 932681630	+34 932681523	C Princesa 53	Sant Pere, Santa Caterina i la Ribera	Ciutat Vella	08003	BARCELONA	BARCELONA	ESPANYA	http://www.espaisucre.com		restaurant@espaisucre.com
Restaurant Ipar-Txoko	41.399538005555556	2.158094472222222	+34 932181954		C Mozart 22	la Vila de Gràcia	Gràcia	08012	BARCELONA	BARCELONA	ESPANYA			
Braseria Cerveseria La Isla	41.38979476388889	2.1592765833333334	+34 934539772		C València 201	l'Antiga Esquerra de l'Eixample	Eixample	08007	BARCELONA	BARCELONA	ESPANYA			
Restaurant Lujomar Montjuic	41.372138675	2.1480830833333333	+34 934242712		C Sant Fructuós 13*15	la Font de la Guatlla	Sants-Montjuïc	08004	BARCELONA	BARCELONA	ESPANYA			ruvemar2003@telefonica.net
 Friends *Pg Born	41.38536943333333	2.1830480555555556	+34 933100786	+34 932186294	Pg Born 27	Sant Pere, Santa Caterina i la Ribera	Ciutat Vella	08003	BARCELONA	BARCELONA	ESPANYA	http://www.sandwichandfriends.com		
Restaurant El Golafre	41.38425067777778	2.134506	+34 934911926		Comtes de Bell-lloc 189	les Corts	Les Corts	08014	BARCELONA	BARCELONA	ESPANYA			
Restaurant a la Menta *Port Olímpic	41.387021775	2.2007106944444446			Moll Gregal 20*21	la Vila Olímpica del Poblenou	Sant Martí	08005	BARCELONA	BARCELONA	ESPANYA			
Restaurant Marisqueria A' Cañota	41.41528348055555	2.1820092777777775	+34 934559096	+34 934351244	Indústria 314*316	el Camp de l'Arpa del Clot	Sant Martí	08026	BARCELONA	BARCELONA	ESPANYA			
Restaurant Café de la Princesa	41.38564651944444	2.18212475	+34 932681518	+34 933198493	C Sabateret 1*3 Bxs	Sant Pere, Santa Caterina i la Ribera	Ciutat Vella	08003	BARCELONA	BARCELONA	ESPANYA	http://www.cafeprincesa.com		cafeprincesa@hotmail.com
Hotel Banys Orientals	41.383768458333336	2.180048611111111	+34 933105094		C Argenteria 37	Sant Pere, Santa Caterina i la Ribera	Ciutat Vella	08003	BARCELONA	BARCELONA	ESPANYA	http://www.casafonda.com		
Restaurant La Coveta	41.40008158055556	2.2064125000000003	+34 932254190		C Taulat 129	el Poblenou	Sant Martí	08005	BARCELONA	BARCELONA	ESPANYA		CIUTAT LAYRON CRISTOBAL	
Bar Restaurant Moreno	41.40546413888889	2.2101025	+34 933082592		C Ramon Turró 329	Diagonal Mar-Front Marítim del Poblenou	Sant Martí	08019	BARCELONA	BARCELONA	ESPANYA		RIAZ MIAN MOHAMMAD	
Restaurant Thaï Lounge	41.39014858888889	2.1597455	+34 934549032		C València 205 Baix	l'Antiga Esquerra de l'Eixample	Eixample	08007	BARCELONA	BARCELONA	ESPANYA	http://www.thailounge.com	THAI LOUNGE SL	thailounge@telefonica.net
Restaurant Lactuca *Rda Sant Pere	41.38879054444445	2.171876861111111	+34 933010980	+34 933011293	Rda Sant Pere 17 bxs	la Dreta de l'Eixample	Eixample	08010	BARCELONA	BARCELONA	ESPANYA	http://www.lactuca.com	COMIDA SANA MEDITERRANEA SL	
Restaurant Sagarra	41.38310879722222	2.1704554722222222	+34 933010604		C Xuclà 9	el Raval	Ciutat Vella	08001	BARCELONA	BARCELONA	ESPANYA		SAGARRA POCH SL	
Restaurant Sucoa	41.390209613888885	2.1595466111111112	+34 934513844		C Enric Granados 0024 Baix	l'Antiga Esquerra de l'Eixample	Eixample	08007	BARCELONA	BARCELONA	ESPANYA		MONTERO DIEGUEZ LUIS	
Restaurant El Somiatruites	41.38115145277778	2.1796766944444443	+34 933100888		C Regomir 16	el Barri Gòtic	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA	http://www.elsomiatruites.com		info@elsomiatruites.com
CaixaForum Centre Social i Cultural	41.37129518333333	2.1495750555555557	+34 934768669	+34 934768690	Av Av Francesc Ferrer Guàrdia 6*8	la Font de la Guatlla	Sants-Montjuïc	08038	BARCELONA	BARCELONA	ESPANYA	http://www.laie.es		
Restaurant  Foz	41.384270925	2.159088138888889	+34 934530505		C Diputació 174	l'Antiga Esquerra de l'Eixample	Eixample	08011	BARCELONA	BARCELONA	ESPANYA			
Restaurant La Tasqueta	41.38858615	2.1598500555555553	+34 934517230		C Aragó 209 Baix	l'Antiga Esquerra de l'Eixample	Eixample	08011	BARCELONA	BARCELONA	ESPANYA		ARAGON 209,S.L.	latasqueta@hotmail.com
Restaurant Super Soup	41.38332801944445	2.1778709999999997	+34 933101113		C Jaume I 11 Bxs	el Barri Gòtic	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA		 SHAY SCP	labordiny@telefonica.net
Bar Restaurant Tantarantana	41.38670718888889	2.181494472222222	+34 932682410		C Tantarantana 24	Sant Pere, Santa Caterina i la Ribera	Ciutat Vella	08003	BARCELONA	BARCELONA	ESPANYA		CARTUN TRADE, S L	
Restaurant Petra	41.40386546944444	2.154974722222222	+34 932 171 056		C Astúries 53	la Vila de Gràcia	Gràcia	08012	BARCELONA	BARCELONA	ESPANYA		ABU RMAILEH SUFIAN A A	
Restaurant Il Capriccio Napoletano	41.41401243055555	2.187691361111111	+34 934082006		C Navas de Tolosa 283 Bxs	el Clot	Sant Martí	08026	BARCELONA	BARCELONA	ESPANYA		IL CAPRICCIO NAPOLETANO SLL	
Restaurant La Part dels Àngels	41.390239819444446	2.15932275	+34 934537016		C Enric Granados 26 bxs 1a	l'Antiga Esquerra de l'Eixample	Eixample	08008	BARCELONA	BARCELONA	ESPANYA		LA PART DELS ANGELS SL	
Restaurant Limbo	41.38011469166667	2.180265583333333	+34 933107699		C Mercè 13	el Barri Gòtic	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA	http://www.limborestaurante.com	LIMBO, SCP	
Restaurant Vietnamita Hanoi 1	41.389527477777776	2.1607808055555555	+34 934515686	+34 934511233	Pl Doctor Letamendi 27 Bxs	l'Antiga Esquerra de l'Eixample	Eixample	08007	BARCELONA	BARCELONA	ESPANYA		HANOI ASIA SL	
Cafeteria Restaurant King Doner	41.37832973611111	2.1702442777777775			Rbla Raval 39 Baix	el Raval	Ciutat Vella	08001	BARCELONA	BARCELONA	ESPANYA		QAMAR CHAUDHARY MEHAR ALI	
Restaurant Xinès Orilla del Mar	41.40155304722222	2.210683777777778	+34 933082376	+34 933082376	Pg Garcia Fària 33*35	Poble Nou	Sant Martí	08005	BARCELONA	BARCELONA	ESPANYA			
Restaurant Dionisos *Dolors Masferrer	41.38542945277778	2.129146111111111	+34 934097060		C Dolors Masferrer i Bosch 14 Baix	les Corts	Les Corts	08028	BARCELONA	BARCELONA	ESPANYA	http://www.dionisos.ws	DIO RESTAURATION SL	
Restaurant El Passadis	41.37620966111111	2.138543472222222	+34 933328948		Pl Osca 10 bx	Sants	Sants-Montjuïc	08014	BARCELONA	BARCELONA	ESPANYA			
Cafeteria Bracafé *Girona	41.396453469444445	2.1686590555555556	+34 934593624		C Girona 105	la Dreta de l'Eixample	Eixample	08009	BARCELONA	BARCELONA	ESPANYA	http://www.bracafe.com	HERMANOS ALBALATE SCP	
Restaurant Saüc	41.39309662777778	2.14955625	+34 933210189		Ptge Lluís Pellicer 12 bxs	l'Antiga Esquerra de l'Eixample	Eixample	08036	BARCELONA	BARCELONA	ESPANYA	http://www.saucrestaurant.com	RESTAURANT SAUC, S.C.P.	sauc@saucrestaurant.com
Restaurant Tafino	41.38427951388889	2.1564668055555556	+34 934510481		C Consell de Cent 193	l'Antiga Esquerra de l'Eixample	Eixample	08011	BARCELONA	BARCELONA	ESPANYA		MINA ANGULO CELIA E	
Restaurant Crêperie Krampus	41.40347925277778	2.1469449444444444	+34 932008597		C Saragossa 89 bxs	el Putxet i el Farró	Sarrià-Sant Gervasi	08006	BARCELONA	BARCELONA	ESPANYA		KRAMPUS SCCL	
Restaurant Cafeteria Fer Boca	41.38694025	2.156911638888889	+34 934513749		C Casanova 94*96	l'Antiga Esquerra de l'Eixample	Eixample	08011	BARCELONA	BARCELONA	ESPANYA		FER BOCA 2000 SL	
Restaurant Pizzeria Napoli Napoli	41.397061594444445	2.171653833333333	+34 932465018		C Aragó 364	la Dreta de l'Eixample	Eixample	08009	BARCELONA	BARCELONA	ESPANYA		FRATELLI D'ITALIA SL	
Bar Restaurant La Tertúlia	41.384647819444446	2.1486463055555554	+34 934190018		C Calàbria 206 Baix	la Nova Esquerra de l'Eixample	Eixample	08029	BARCELONA	BARCELONA	ESPANYA		TORRELL ROMERO JUAN	
Restaurant Gran París	41.392291155555554	2.1520879166666664	+34 933635252	+34 933213479	C Muntaner 182 Baix	l'Antiga Esquerra de l'Eixample	Eixample	08036	BARCELONA	BARCELONA	ESPANYA	http://www.granparis.com	GRAN PARIS RESTAURACION SL	restaurant@granparis.com
Restaurant Submarí *Pedralbes Centre	41.388239355555555	2.128763833333333	+34 934195284		Av Diagonal 609-615	les Corts	Les Corts	08028	BARCELONA	BARCELONA	ESPANYA			
Bar Restaurant el Petit Gisomavi	41.378851427777775	2.156904027777778	+34 934232447		C Sepúlveda 84*86	Sant Antoni	Eixample	08015	BARCELONA	BARCELONA	ESPANYA			
Restaurant Sukur	41.38048760555556	2.1783469444444443	+34 933010102		C Avinyó 42 Bxs	el Barri Gòtic	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA		GLIFADA SERVICIOS DE RESTAUR	
Starbucks Coffee *Consell de Cent	41.39070483888889	2.165002527777778	+34 934871265		C Consell de Cent 343 Baix	la Dreta de l'Eixample	Eixample	08007	BARCELONA	BARCELONA	ESPANYA	http://www.starbucks.es	TRES ESTRELLAS UNIDAS SL	
Eurostars Grand Marina Hotel *WTC Barcelona	41.371774288888886	2.180763888888889	+34 936039000	+34 936039090	Moll Barcelona 1	el Raval	Ciutat Vella	08039	BARCELONA	BARCELONA	ESPANYA	http://www.granmarinahotel.com		info@granmarinahotel.com
Arkaffee	41.39212508055555	2.167726138888889	+34 932154993		C Pau Claris 0117 Baix 03	la Dreta de l'Eixample	Eixample	08009	BARCELONA	BARCELONA	ESPANYA		RIBAS GARCIA RICARDO	arkaffee@menta.net
Restaurant Los Locos	41.38574956111111	2.1610540555555553	+34 934511181		C Diputació 200	l'Antiga Esquerra de l'Eixample	Eixample	08011	BARCELONA	BARCELONA	ESPANYA		DIPREST 200 SL	
Restaurant Alkimia	41.405587775	2.168945611111111	+34 932076115	+34 932076257	C Indústria 79	el Camp d'en Grassot i Gràcia Nova	Gràcia	08025	BARCELONA	BARCELONA	ESPANYA		L'ARGOLLA DE JORDI VILA SL	alkimia@telefonica.net
Restaurant Pizzeria Il Pomo d'Oro *Casp	41.391773863888886	2.173735611111111	+34 933017421		C Casp 39 Baix	la Dreta de l'Eixample	Eixample	08010	BARCELONA	BARCELONA	ESPANYA		BEMOPAMA SL	
Cafeteria Restaurant la Cuina d'Alquimil.la	41.42018211111111	2.1819871666666666	+34 933510988	+34 933510988	C Olesa 4	Navas	Sant Andreu	08027	BARCELONA	BARCELONA	ESPANYA	http://www.alquimila.com	LA CUINA D'ALQUIMIL.LA SL	lacuina@alquimila.com
Bar Restaurant Vell Poble Nou	41.39911676944445	2.2051511944444444	+34 932250109		C Taulat 95	el Poblenou	Sant Martí	08005	BARCELONA	BARCELONA	ESPANYA		RAMIA CORT JUDITH	
Zuccato City	41.43509441944444	2.1810243333333332	+34 932 768 206		Av Rio de Janeiro 0042	Porta	Nou Barris	08016	BARCELONA	BARCELONA	ESPANYA	http://www.etruscagroup.co.uk	ZUCCATO EUROPE LIMITED SUC E	
Oníria	41.401577619444446	2.161858138888889			C Milà i Fontanals 35	la Vila de Gràcia	Gràcia	08012	BARCELONA	BARCELONA	ESPANYA			
Cafè Nescafe *Jaume I	41.383226569444446	2.178060472222222	+34 933424429		C Jaume I 8*10	el Barri Gòtic	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA		NESTLE ESPAÑA SA	
Restaurant Nagano	41.375158033333335	2.1682956944444443	+34 934414588		Av Paral.lel 0076*0080 pbx	el Raval	Ciutat Vella	08001	BARCELONA	BARCELONA	ESPANYA	http://www.naganobarcelona.com	RESTAURANTE NAGANO CB	
Central Cafè *Dr Fleming	41.39387452222222	2.134701138888889	+34 932015161		C Doctor Fleming 0019	les Tres Torres	Sarrià-Sant Gervasi	08017	BARCELONA	BARCELONA	ESPANYA	http://www.centralcafe.es	COMPAÑIA DE EXPLOTACION DE FRANQUICIA	
Restaurant Orgànic. Tapes	41.380677786111114	2.1713455555555554	+34 933010902		C Hospital 45	el Raval	Ciutat Vella	08001	BARCELONA	BARCELONA	ESPANYA	http://www.antoniaorganickitchen.com	MON-ORGANIC, S.L.	organicrestaurant@gmail.com
Restaurant Basilico	41.37518370555556	2.15949925	+34 934237376	+34 934236197	Av Paral.lel 142	Sant Antoni	Eixample	08015	BARCELONA	BARCELONA	ESPANYA		PARALELO FOODS, S.L.	
Restaurant Besiberri	41.38871764444444	2.1587128333333334	+34 934545380	+34 934517986	C Aribau 65 Baix	l'Antiga Esquerra de l'Eixample	Eixample	08011	BARCELONA	BARCELONA	ESPANYA		BISTRO DE BRUSELAS, S L	
Restaurant Bestial	41.386435705555556	2.1967499999999998	+34 932240407	+34 932240649	C Ramon Trias Fargas 2*4	la Barceloneta	Ciutat Vella	08005	BARCELONA	BARCELONA	ESPANYA	http://www.grupotragaluz.com		grupotragaluz@grupotragaluz.com
Restaurant  Braseria Abrasas	41.41004791666666	2.1940296666666663	+34 933034591		C Bilbao 182	el Clot	Sant Martí	08018	BARCELONA	BARCELONA	ESPANYA	http://www.abrasas.com	ABRASAS RESTAURACION SRL	info@abrasas.com
Restaurant Tapas Bar *Diagonal Mar Centre	41.41042665833333	2.2164054444444448	+34 933560586	+34 933560578	Av Diagonal 3 Baix 32	Poble Nou	Sant Martí	08019	BARCELONA	BARCELONA	ESPANYA		EURO TAPAS BAR SA	
Restaurant Barlovento	41.398740644444445	2.2041328055555556	+34 932252109		Rbla Poblenou 21	el Poblenou	Sant Martí	08005	BARCELONA	BARCELONA	ESPANYA		MARTINEZ RODRIGUEZ JUAN	
Cafeteria Mi Bombón - Espai Gourmet	41.38229376388889	2.157999888888889	+34 934549244		C Comte d'Urgell 61	la Nova Esquerra de l'Eixample	Eixample	08011	BARCELONA	BARCELONA	ESPANYA		ROS BOMBON SL	mibombon@telefonica.net
Restaurant Japonès Parco	41.39723080277778	2.15810975	+34 932387822		Pg Gràcia 119 bxs esq	la Vila de Gràcia	Gràcia	08008	BARCELONA	BARCELONA	ESPANYA		PARCO RETAIL ESPAÑA S.A.	
Bar de Copes Pampero	41.389526525	2.160571083333333	+34 935321751		Pl Doctor Letamendi 25 Bxs	l'Antiga Esquerra de l'Eixample	Eixample	08007	BARCELONA	BARCELONA	ESPANYA		HERMANOS FRUCELLA SCP	
Restaurant Al.	41.40661491944444	2.160518222222222	+34 932198213		C Encarnació 56 Baix	la Vila de Gràcia	Gràcia	08024	BARCELONA	BARCELONA	ESPANYA	http://www.alpunt.net	CALEYA'S FOOD SL	alpuntrestaurant@hotmail.com
Bar Restaurant Zahara	41.37590973333334	2.1892508888888886	+34 932213765		Pg J Borbó Comte Barcelona 69 Baix Bis	la Barceloneta	Ciutat Vella	08003	BARCELONA	BARCELONA	ESPANYA	http://www.zahara.es	ZAHARA COCKTAIL CLUB SL	
Restaurant La Múcura	41.38164705277778	2.1887898055555555	+34 933100918	+34 665664043	C Ginebra 20	la Barceloneta	Ciutat Vella	08003	BARCELONA	BARCELONA	ESPANYA		AREAN NUÑEZ AVELINA	
Restaurant La Dentelliere	41.380348966666666	2.1799806666666663	+34 933196821		C Ample 26	el Barri Gòtic	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA			
Restaurant Freud B'Art	41.38142735833333	2.1767045555555553	+34 933186629	+34 933186629	Bda Sant Miquel 4	el Barri Gòtic	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA	http://www.freudbart.com	GATO ESCABLADO SL	info@freudbart.com
Restaurant Como	41.40230663333333	2.1562192777777778	+34 934156487		C Virtut 11	la Vila de Gràcia	Gràcia	08012	BARCELONA	BARCELONA	ESPANYA	http://www.comobarcelona.es	RESTAURANTE COMO 2002, S L	
Bar Restaurant Meixon Novo	41.38225985555555	2.1396701666666664	+34 934906879		C Robrenyo 76	Sants	Sants-Montjuïc	08014	BARCELONA	BARCELONA	ESPANYA			
Restaurant Syrah	41.400781808333335	2.1593459999999998	+34 932131383		C Siracusa 5*7	la Vila de Gràcia	Gràcia	08012	BARCELONA	BARCELONA	ESPANYA		GARCIA CUMPLIDO SARAI	
Restaurant La Caleta de Gràcia	41.40272425833333	2.156437083333333	+34 934161142		C Torrent de l'Olla 121	la Vila de Gràcia	Gràcia	08012	BARCELONA	BARCELONA	ESPANYA			
Bar Restaurant Bica Bica	41.39359537222222	2.176527222222222	+34 932455759	+34 932455759	C Casp 92	la Dreta de l'Eixample	Eixample	08010	BARCELONA	BARCELONA	ESPANYA			
Restaurant L'Embruix	41.38782311666667	2.162148722222222	+34 935321125	+34 938600885	C Enric Granados 13 Baix 02	l'Antiga Esquerra de l'Eixample	Eixample	08007	BARCELONA	BARCELONA	ESPANYA	http://www.lembruixrestaurant.com	MUR MARTI JOSE O	jjpujad@hotmail.com
Bar La Particcela	41.396113802777776	2.169593638888889	+34 934577810		C Girona 0090 Baix	la Dreta de l'Eixample	Eixample	08009	BARCELONA	BARCELONA	ESPANYA		SENTIS MASGORET MONTSERRAT	
Restaurant Trattoria La Toscana	41.391950908333335	2.1598736388888886	+34 932158710		C Mallorca 235	la Dreta de l'Eixample	Eixample	08008	BARCELONA	BARCELONA	ESPANYA			
Bar Restaurant Jaleo	41.38255970555556	2.1664133055555554	+34 934430761		C Ferlandina 27	el Raval	Ciutat Vella	08001	BARCELONA	BARCELONA	ESPANYA			
Bar Restaurant Simbad	41.377026375	2.136845027777778	+34 934914177		Pg Sant Antoni 15	Sants	Sants-Montjuïc	08014	BARCELONA	BARCELONA	ESPANYA			
 Company *Numància	41.38093121388889	2.1412805555555554	+34 934192563		C Numància 1	Sants	Sants-Montjuïc	08029	BARCELONA	BARCELONA	ESPANYA	http://www.pansandcompany.com		
Restaurant Buongiorno Pizza	41.390839325	2.146758777777778	+34 934051054		C Comte d'Urgell 239	l'Antiga Esquerra de l'Eixample	Eixample	08036	BARCELONA	BARCELONA	ESPANYA			
Restaurant Parrillada La Ternerita *Biscaia	41.41999322777777	2.183081361111111	+34 933519456		C Biscaia 428	Navas	Sant Andreu	08027	BARCELONA	BARCELONA	ESPANYA	http://www.laternerita.com		laterneritabcn@telefonica.net
Bar Restaurant Suzet	41.38487178333333	2.1670903611111108	+34 933184724		C Tallers 69	el Raval	Ciutat Vella	08001	BARCELONA	BARCELONA	ESPANYA			
Restaurant Ty - Bihan	41.39310155277778	2.149427833333333	+34 934109002		Ptge Lluís Pellicer 13 bxs	l'Antiga Esquerra de l'Eixample	Eixample	08036	BARCELONA	BARCELONA	ESPANYA	http://www.tybihan.com		tybihan@wanadoo.es
Bar Restaurant El Racó de la Mari	41.404285172222224	2.145639083333333	+34 934187590		C Sant Hermenegild 2*6	el Putxet i el Farró	Sarrià-Sant Gervasi	08006	BARCELONA	BARCELONA	ESPANYA			
Bar Restaurant Cor Caliu	41.396080733333335	2.165180527777778	+34 932082029		C Roger de Llúria 102	la Dreta de l'Eixample	Eixample	08037	BARCELONA	BARCELONA	ESPANYA			
Restaurant Smilo	41.39451539444445	2.164567527777778	+34 932721245		C Pau Claris 153	la Dreta de l'Eixample	Eixample	08009	BARCELONA	BARCELONA	ESPANYA	http://www.pizzasmilo.com		
Restaurant Pi-ka-ko	41.396960480555556	2.1709812499999996	+34 934587393		C Aragó 341	la Dreta de l'Eixample	Eixample	08009	BARCELONA	BARCELONA	ESPANYA			
Restaurant Chilam Balam	41.409675819444445	2.174766222222222	+34 934 460 503		C Indústria 156	la Sagrada Família	Eixample	08025	BARCELONA	BARCELONA	ESPANYA			
Restaurant Japonès Set	41.395425325	2.1449927777777775	+34 934147326		C Marià Cubí 179	Sant Gervasi - Galvany	Sarrià-Sant Gervasi	08021	BARCELONA	BARCELONA	ESPANYA			
Restaurant Donizetti	41.38342541388889	2.1575979444444444	+34 934514287		C Diputació 137	l'Antiga Esquerra de l'Eixample	Eixample	08011	BARCELONA	BARCELONA	ESPANYA			
Bar Cafeteria Restaurant Mireya	41.406352319444444	2.1725438055555553	+34 934 363 091		C Còrsega 534	la Sagrada Família	Eixample	08025	BARCELONA	BARCELONA	ESPANYA			
Restaurant Japonès Sushi Itto	41.39366858611111	2.1505715833333334	+34 932412199		C Londres 103	l'Antiga Esquerra de l'Eixample	Eixample	08036	BARCELONA	BARCELONA	ESPANYA	http://www.sushi-itto.com		
Restaurant Empanadas Argentinas	41.40266296111111	2.156654638888889	+34 932171967		C Torrent de l'Olla 132	la Vila de Gràcia	Gràcia	08012	BARCELONA	BARCELONA	ESPANYA			
Restaurant Rodamon	41.39288011666667	2.1532061944444445	+34 934 196 017		C Aribau 159	l'Antiga Esquerra de l'Eixample	Eixample	08036	BARCELONA	BARCELONA	ESPANYA	http://www.restaurantrodamon.com		
Restaurant Café Ramblas	41.379018780555555	2.174873472222222	+34 933015700	+34 934122507	C la Rambla 33	el Raval	Ciutat Vella	08002	BARCELONA	BARCELONA	ESPANYA			
Restaurant El Noti	41.392155091666666	2.1699498611111108	+34 933426673		C Roger de Llúria 35*37	la Dreta de l'Eixample	Eixample	08009	BARCELONA	BARCELONA	ESPANYA	http://www.noti-universal.com		
Restaurant El Pati de Roma	41.37958356111111	2.1446198888888888	+34 932267520		C Tarragona 106 bxs	la Nova Esquerra de l'Eixample	Eixample	08015	BARCELONA	BARCELONA	ESPANYA	http://www.elpatideroma.com		info@elpatideroma.com
Bar Restaurant El Museu de l'Embotit	41.381413466666665	2.1621395277777777			C Floridablanca 131	Sant Antoni	Eixample	08011	BARCELONA	BARCELONA	ESPANYA		EL MUSEU DE L'EMBOTIT SL	
Restaurant Prims	41.389907227777776	2.169359861111111	+34 933023772	+34 932701797	G.V. Corts Catalanes 640	la Dreta de l'Eixample	Eixample	08007	BARCELONA	BARCELONA	ESPANYA	http://www.primsrestaurants.com	CIUDAD DE LA GASTRONOMIA, SL	
Bar McDonald's *Diagonal Mar	41.41097503333333	2.2185804444444446	+34 933560410	+34 933562343	Av Diagonal 3 03	Poble Nou	Sant Martí	08019	BARCELONA	BARCELONA	ESPANYA			
Restaurant Ming Asiàtic	41.40602439722222	2.1956896666666665	+34 934855104		Av Diagonal 168	Provençals del Poblenou	Sant Martí	08018	BARCELONA	BARCELONA	ESPANYA		WANG XI GIN	
Restaurant Antigua	41.39798711666666	2.1492768055555556	+34 934147384		C Marià Cubí 59	Sant Gervasi - Galvany	Sarrià-Sant Gervasi	08006	BARCELONA	BARCELONA	ESPANYA	http://www.antiguarestaurante.com		
Restaurant Cafè Stockholm	41.385443727777776	2.1847691944444443	+34 933192372		C Ribera 12	Sant Pere, Santa Caterina i la Ribera	Ciutat Vella	08003	BARCELONA	BARCELONA	ESPANYA			
